X1,X2,X3,X4,X5,Y
9.026114984838774,87.30516744949178,21.78048461211233,20.242393304274287,84.10399604291435,-422.26529295872047
1.5052179489254303,36.798237344923315,60.9310556925292,68.07706808854658,20.629994741798786,-74.62890331947189
18.43383974584706,66.76699082613894,63.194084822411824,56.54116037677587,74.70083804908325,-484.6666832458644
32.19981019557394,40.52206738554628,67.56491884551671,22.620867874249218,83.07808171160971,-756.9427715204067
83.21453211785793,45.0027762553922,66.26593241398129,96.3083013513094,81.73395160626666,-985.7394886738036
58.584361777502146,84.11412600462383,43.25165391755834,41.64951479886317,73.01439762059549,-824.1232638359868
43.6092174836763,53.0726457964536,64.21827426879028,12.082870526112433,67.15453139503029,-817.5072941612414
27.77153195423988,13.887038734715961,59.52517668368039,69.46135354787695,30.192064132437302,-340.90351352531843
37.443857842118945,9.563085047040222,28.733760079694715,61.827276015347586,17.68214134133489,-308.4427381374515
52.85816234419137,44.206577819433804,9.776777104101097,3.0055747141776834,81.70866803473787,-822.8717404064441
27.08405158004126,91.42293820476024,2.210422341121221,48.761692165474756,78.09952165465648,-416.5007413659367
7.617958582136264,12.894623479881373,90.95729194665552,32.88175483732113,53.42109353609472,-456.4726127116084
75.90974857982495,10.73753197659757,91.59191592379217,86.19072258037616,4.238660636944158,-716.3459597964493
89.18741752385941,28.64149572633079,97.16321781214033,24.748323506282198,96.99351457227087,-1407.9054989213926
46.55431457244564,69.29820022179898,81.02598721414687,44.071596041950876,58.695493174882444,-764.6339773681285
22.90750576338715,52.16647938544804,84.45385361052877,26.302510811856095,46.18057126052661,-565.3438653086088
6.114469103824027,73.26843800443775,20.811531495781608,5.417139791724579,99.18100335730036,-497.93741047578874
44.680450557184905,3.902967884669728,40.30873234550014,9.491956565391412,55.5717903798614,-716.8615438744359
80.34783028262456,69.57986354447235,93.32513032903887,61.53702268699415,95.2454521775033,-1199.4766041797684
22.17766582203795,70.91011188813066,86.45103572141403,19.728169695656483,19.25855459051543,-476.80180883767594
53.127145734351544,91.46349961190349,98.08659225407223,3.8539714831752114,58.6249479692012,-995.3419657986598
62.45722309455689,64.16241777153375,76.63458086778647,18.684723194891795,12.637380474618354,-786.5141027681696
65.31200954492058,85.8135335913033,3.7576157148122458,0.27028558827668636,18.777864996408745,-673.3815362695268
36.012600602321655,98.29950662644633,38.571782061637215,63.32140014202847,43.145284281308946,-422.4456883049569
88.4722325119577,39.41150046152407,55.46190114691508,65.94452130464977,42.33193491544435,-934.1299717961926
44.46449495034267,26.701440322791036,15.454555434122941,58.001802756069296,75.97413041850788,-576.4352342612765
31.74894170320981,63.08885347473561,97.91217305474271,55.48795191465086,30.463444568663533,-534.866917023818
19.163898460850938,5.607406947052085,87.53671130168065,68.43686881253913,97.38148061973044,-619.3005360940048
94.6079653831266,59.62101972889471,4.586762591884286,6.337024521762514,77.15049230729684,-1154.8228718876921
22.79366004807032,68.81635590940759,84.90650606287572,51.941340031619795,5.3324803294664385,-325.3683598442663
13.908545147487917,49.42518483877987,50.25568754997668,5.422417445902683,21.403377693650793,-345.2902274142164
10.901231763579123,53.490431729681035,36.15940762042046,97.60422977912285,0.6575136767297152,83.59332589697618
43.38264364131966,53.009978175854386,51.367425726151936,82.1647916426172,34.96532107409821,-437.91297931887397
5.456033730363741,11.683706941667182,59.45213844974335,25.368981185838855,76.55933161576614,-457.5911018280517
19.130472826334344,83.23616073493599,96.8978177705414,22.495604630810504,79.49396831790287,-713.3567681278132
97.9246811840733,72.47981667339951,36.41775713415121,13.365312071947288,75.3795143803289,-1251.9975233645869
1.3925807185142136,52.59386993231102,8.252846341336028,53.268055202271555,19.667175871444055,43.84369663040242
49.25946997642397,29.313663454906813,13.492862849234054,87.98042149800088,28.157694927042655,-332.50333354968586
5.915964081577874,32.58344133180695,31.693372284051634,6.237058648936045,73.30618432501393,-422.83735493960336
82.77764413260124,59.589260551434144,44.13624593861564,97.48879764224974,0.5230027126859049,-587.0331529332524
30.7652893316981,70.32941208280458,27.586716747035567,66.42280173863412,17.256872352599107,-229.40683842088367
33.145704025531366,79.19494904780467,78.39067840203853,98.2072094818578,58.25629186437783,-471.8869104478358
13.46155041593564,53.52797719682096,57.2131439143434,99.9856719320952,51.23227250812208,-197.7654597226537
66.73885714708966,80.37251988455868,87.13665101094298,1.8471641477093126,27.401383968666682,-966.1237107881748
85.95925803157559,88.63982715212782,16.587884830719613,31.170611386881177,6.7498018738816,-756.884350111222
86.85103710781004,42.94179569258859,34.00961970739076,92.86818442919396,75.4663894881717,-906.9491977575676
84.22178200880853,50.689668868602375,8.554519704978913,52.229876265050294,67.84446951134785,-898.3478464444541
24.732820858961546,10.990784319045366,87.27385087598125,49.48614504790796,42.38632674670446,-505.50381220169163
93.94238239357898,59.738129668042674,85.59606137968917,71.89982456947739,60.468648533156355,-1128.4447461054715
12.345276526303984,81.14840575553312,47.69530735884081,22.068952438907207,31.89981983989475,-315.58583285611564
66.13291011444375,48.13678129788719,21.156128167231934,30.477440263381506,56.22028623571828,-792.1133996844181
62.08197852786525,71.89427199170899,21.229664691538417,37.81851190463986,73.28105196156454,-802.0954729577411
55.45161325719654,73.35734049203651,32.3976463334655,7.281312791639161,61.09785540764015,-818.8049415708085
33.622175107996185,5.271607598159001,86.77739944767362,84.63863679707399,9.623194929051138,-347.5086436399692
14.419630768471702,1.7389684960717577,26.243128912798287,59.577665375889275,46.16855124686297,-214.4472725144242
71.15726618864451,11.430157672315833,49.75252179209302,61.13729845396404,37.054336178253344,-754.478410425201
61.41713804992879,34.86026598270653,64.22174309945576,91.49804169726531,36.49950435262886,-616.923364066446
90.89334781229792,30.84739153066971,20.213878131222952,11.41358455378436,28.67898556459858,-959.1569533013912
72.15161894190844,33.06379170127911,48.8641817305327,95.39968419597301,31.45384060776769,-635.5734255119257
79.70364699632955,77.8485192802229,4.478020538026661,5.461588725268851,86.73730091904142,-1061.331322081405
19.35296703660162,61.43575387996226,84.81349326391094,87.90398261464841,29.39706535325972,-282.493496690241
93.19281031107913,18.11311594673606,52.424942210020205,97.47912797227049,48.483937448931535,-897.5084853086875
38.163056613299815,74.90122127139173,50.74004721034206,13.300223720907411,73.28846550202869,-748.9408419961171
19.005019236876752,34.11727884724167,23.274540107198728,44.16115329821475,71.76874240026461,-395.4603031599012
3.8382416645894812,44.943638800203686,49.09766210659132,74.14498042719072,8.210589652129807,7.755421371973618
13.735948708544809,87.10681596320066,7.048344441242005,39.57168073051934,89.70502010995105,-384.87360994887547
7.612829588665859,12.5766215956285,38.60847024514085,60.427784688462616,89.8639663799885,-362.5133884879814
11.716555673946093,11.212230683804691,90.0923350374177,34.58307387597458,81.64071423771108,-598.5396415006885
90.35071563908271,15.867741385538526,12.248955900855652,19.850850583601677,57.824752801883136,-1021.6497679110389
69.69643579217939,13.411470499876488,90.63438032079159,48.79513316473595,54.78629903567932,-971.9308597404987
70.4368209014287,55.830775941123036,72.33670560494674,20.784008743045888,72.54673556063533,-1078.7764209411023
3.47474436753904,38.293346157672424,11.52356146171366,70.81379975022199,92.33506132600715,-222.74222974635495
22.060058052768884,61.746794548259984,65.26862763554013,92.25347597975758,74.95299673103578,-417.3979643664107
78.4680531150779,47.41759796041436,9.112719822469073,67.7751654001218,8.239242629629995,-563.1821118212628
13.936747577881814,97.64224024602458,58.435329318583385,11.811063647561948,33.54438640422532,-399.48107083090196
57.097196347444765,82.64852070978641,59.96857488114452,69.59277898239954,65.52135682130714,-747.0875821084664
85.02956056234747,91.2139602889969,11.134288931904845,7.792737275169093,14.731018546211716,-834.2147742161814
53.539390843385895,48.99056631258606,51.82685531812455,53.217022750589074,53.259034649963986,-690.7201538929354
69.62080369286878,32.77016445763786,71.79949104968625,27.35370004614026,5.840114576043398,-783.2850645506305
12.28672799125814,77.92379193243025,50.0769267568115,0.10913413717429377,96.45433845095431,-646.301283584052
23.7362380061768,36.32153765948143,11.535536032973148,5.132936806353438,22.68503117149059,-323.5740644214127
78.91351483340307,51.34233308974869,9.37082018739056,24.26736384044115,49.475865291212614,-863.4354637063263
65.60581394795283,92.51727393198517,76.82093645154904,82.27495038973417,5.3408996967922455,-595.4538825041889
26.562897637216576,15.789206155449842,1.4056356424069327,79.36136092190695,6.371416540962704,-30.684569060299957
45.09334950422282,91.68288315070815,29.006354585995332,7.677297275979433,34.84649933893416,-609.2133148237897
27.356652502403023,27.22954353410302,12.904363626163162,2.7448246620204175,80.67680329969718,-599.3957026128442
9.923828799306445,31.55995257296026,74.5327700627635,20.122191615984953,22.79546772474478,-343.72806543307274
61.484637510272066,82.91885168044708,71.06970896361237,96.65514945131723,40.159310681060845,-637.2426588535775
97.68151742659695,4.787916068628684,54.65793114071167,64.31356402098197,62.1153647524995,-1098.6282172085598
21.811132539951807,1.3214182599831426,27.344491834139482,99.72186997657279,60.26245076503456,-220.21786149240455
7.409387222622188,45.44593761898001,41.1007322476671,86.67954732315351,61.283919912877295,-175.08371942864966
58.03511000658486,38.03880041964543,14.855323408082677,89.7875757704028,1.1050515136766248,-301.93943902700994
55.89335545354335,19.664029205430644,78.03390215041695,55.94668578492824,43.486360484171236,-743.2472901150412
67.88098633532358,2.8757508843931467,57.780894676133045,34.212477861104894,33.80329823558136,-816.8473204053222
72.46137700724226,20.03703703310539,77.32821415570454,62.429844348374516,89.13374425439534,-1053.3824795047517
62.02082283700698,62.723088267611246,12.045164231153581,42.02171404784437,2.0157867611744984,-476.32090312768844
66.64570318545763,89.72687626214744,27.73882110600936,61.68285478073825,86.02698439108579,-842.0871652092751
26.16094880161367,47.14995169662107,55.539792133710144,60.765247763143456,49.66181144863394,-418.4194181207589
52.51344907077355,39.4191223719524,82.95565216038628,45.16903697350705,34.076132512132084,-722.2854172461281
20.28948097763369,99.48202660494135,11.7817022312531,49.71789531638904,12.858468859682903,-120.23062498202702
69.85945437428337,36.29364588501501,39.398489393522155,81.07773917784465,27.125525135031204,-612.1994405557076
14.361401253624429,12.08822694679571,21.642155330981794,67.5091565073974,16.565095315943868,-57.911989017148485
46.54867351547185,77.79651941348843,61.66355252299258,81.79534373048021,7.564219141963413,-388.79956458463744
65.39860794377168,28.59770256215821,4.939995508727646,50.02638762543011,0.5407870614881016,-455.49144338979016
32.76865587723916,73.70492981813726,6.895759565266002,10.587930460746087,69.85970155759146,-563.280196439078
72.21499154481404,40.224871289294605,15.227728264377404,47.08997343973947,56.877596622305404,-781.8585748664618
28.676471557520365,29.02449987455701,76.60467971309295,62.28720929316391,74.96728467651803,-600.9097939835426
14.870070808351887,64.07359209132909,10.918903375330846,82.03217883555595,81.27974759616899,-245.60980127916764
39.825930601600426,65.3484909242039,12.866773538205523,8.827275806010327,63.302494966338344,-623.7618484763427
95.56955712030836,70.62291812769429,23.910403939070868,45.97790817364105,36.75683742922764,-940.9508510959752
46.18453612641812,16.519303199921055,70.75166857299962,11.831430184590586,50.69056412090428,-795.1837967866072
27.711993506557697,98.15052403547084,4.043738790272899,49.736356340780056,43.948657639550184,-288.12471946569855
39.09108333300437,52.62851235366269,47.909199721311246,7.084469314761277,47.93191402463918,-666.0215973152459
91.48829848079836,80.18194688546112,91.32934217269619,63.66695808123312,1.5308044100367235,-912.5050562417213
10.748735431425182,24.549965166330658,91.99854682181756,24.418352122094113,17.828668210364008,-370.79387582345305
3.645942080410536,68.34034607983813,31.54995238783238,79.45377710073147,54.1245839742235,-105.60034048189155
22.94983952325279,67.52890668516626,59.98318525162306,88.1388139828783,88.41040542633361,-475.72329122084386
10.714219513245105,64.13192693418264,62.3639985179406,47.275720706695324,32.41279882232114,-271.3440043422263
43.93279271403146,1.3772318550069995,6.76399357085179,89.1624708698166,44.9967300208544,-328.1866226128063
77.57227332169737,83.83365515673667,71.1167793460445,83.42070003099057,17.083145307310165,-729.5712790696788
92.33372040331132,28.019675776056772,31.873711106631742,10.9576984459674,15.027994014903367,-953.8634976714083
63.52208798510285,9.026500659589898,70.8401347941475,47.98147917166104,4.0821770499053,-656.6034669330062
10.777535374945336,57.70857277751376,66.04460312037364,7.350115829487159,23.186589206335327,-365.82763707250876
48.62835075522908,95.21512830643118,87.90712855823219,3.436071949877917,41.86923154194171,-858.5452527898914
16.782360508761375,77.15730020229256,23.2477329055084,97.71752661980615,43.138157570182386,-100.18449371668868
73.30818913631607,82.82116210802386,12.388731080000792,79.83261062184597,84.70506302828107,-796.2623157144334
29.825464727988603,8.351864456324677,73.47477044115372,45.852101328131965,45.76167633244492,-534.3438952207424
46.689893674960814,55.223267381696516,81.87452532799729,69.86330926311433,55.79963073990548,-679.4412142289182
1.933611283265868,61.345382012305514,0.5165831524896136,32.871032812142396,66.30946536081692,-185.57701401370213
43.64130665751303,51.62099614577203,95.47418277337884,90.68529169532226,81.2181240460339,-732.0109293359226
9.210707588051491,11.958905918707819,83.93702567229221,27.593837275359167,90.72909579503262,-614.842316663393
28.297011624782233,87.21393276041381,30.860712271352497,10.813727968585685,68.4444291982964,-588.5917743245261
85.35091742890508,26.93884396757824,77.22021356753653,96.0741972552008,0.896681343056116,-715.1830311693774
0.8316329723557225,20.222923166065556,23.35385876610595,53.3311241035634,69.45772618143965,-195.3838054645878
92.76391002707088,25.30598104572961,68.29660803315146,53.341257930371775,53.02327517751944,-1091.8343412620547
90.34010193839973,55.15820877904072,70.49818530973101,82.21232951098868,92.32640839812942,-1147.2241184343422
